"","CNT","CNTSTUID","CNTSCHID","ST004D01T","ST001D01T","DISCLIM","ANXMAT","ICTRES","ESCS","PV1MATH","ST259Q01JA","ICTSCH","ICTHOME","ICTQUAL","W_FSTUWT","SCHSEL","SCHLTYPE","W_SCHGRNRABWT"
"201","CAN",12400337,12400307,1,9,-0.3029,0.4067,1.3699,0.0527,437.849,NA,NA,NA,NA,13.19343,2,3,1.26327
"202","CAN",12400338,12400612,1,10,NA,NA,NA,NA,530.825,NA,NA,NA,NA,26.02417,NA,3,2.26786
"203","CAN",12400340,12400175,1,10,1.6396,0.4252,1.9855,-0.4958,409.824,NA,NA,NA,NA,4.32268,3,3,1.02029
"204","CAN",12400341,12400629,2,10,-0.0611,-2.382,-0.2231,0.733,680.003,NA,NA,NA,NA,8.62289,3,3,1.01209
"205","CAN",12400342,12400799,1,10,0.1295,-2.3945,1.4801,1.3681,611.955,NA,NA,NA,NA,17.08664,3,3,1.92183
"206","CAN",12400343,12400746,2,10,-0.8362,-0.5191,0.3628,1.0667,545.836,NA,NA,NA,NA,5.03638,3,3,1.01209
"207","CAN",12400344,12400575,1,10,0.1166,2.6109,-0.729,0.2151,407.026,NA,NA,NA,NA,31.07702,3,3,3.83216
"208","CAN",12400345,12400410,1,10,-0.0611,-1.0075,-1.1632,-0.7637,598.278,NA,NA,NA,NA,18.50497,3,3,5.02247
"209","CAN",12400346,12400135,1,10,-0.1254,0.4252,1.4293,1.7735,441.122,NA,NA,NA,NA,7.20101,3,3,1
"210","CAN",12400347,12400434,1,10,0.488,-0.5006,1.8895,1.3183,607.066,NA,NA,NA,NA,17.50227,3,3,2.86983
"211","CAN",12400350,12400271,2,10,-0.8539,-0.1172,0.6928,0.1443,461.626,NA,NA,NA,NA,1.63952,1,3,1.12303
"212","CAN",12400352,12400486,1,10,1.5567,2.5429,-1.0796,0.5583,607.312,NA,NA,NA,NA,19.06482,2,3,1.95764
"213","CAN",12400353,12400625,1,10,-0.0784,-0.4577,0.1083,0.7519,539.062,NA,NA,NA,NA,4.82552,1,3,1.01209
"214","CAN",12400354,12400819,1,9,0.6947,0.133,0.4905,1.0188,661.853,NA,NA,NA,NA,34.32347,3,3,2.6059
"215","CAN",12400356,12400732,2,10,-0.0787,-2.3945,0.258,0.0485,604.42,NA,NA,NA,NA,5.45317,1,3,1.11972
"216","CAN",12400357,12400349,1,10,-0.5532,-0.4577,0.0019,0.3074,524.933,NA,NA,NA,NA,4.3897,1,3,1.02029
"217","CAN",12400358,12400181,2,10,NA,NA,-1.4283,-2.0478,556.501,NA,NA,NA,NA,26.62008,NA,3,2.39398
"218","CAN",12400359,12400171,1,10,-0.3444,NA,0.949,-0.1439,529.995,NA,NA,NA,NA,32.45528,2,3,3.07345
"219","CAN",12400360,12400016,1,10,0.6868,-2.3945,1.8275,1.6748,568.523,NA,NA,NA,NA,19.65039,3,2,4.99356
"220","CAN",12400361,12400066,1,9,-1.1378,-0.2045,-0.2356,-0.8748,441.061,NA,NA,NA,NA,6.09942,2,3,1.26327
"221","CAN",12400362,12400588,1,10,-0.2865,0.429,0.3027,0.1548,510.82,NA,NA,NA,NA,3.37452,2,3,1.13606
"222","CAN",12400363,12400210,1,10,-1.5507,-0.7545,0.0505,-0.8474,359.306,NA,NA,NA,NA,1.52386,3,3,1
"223","CAN",12400365,12400111,1,9,NA,NA,NA,NA,502.966,NA,NA,NA,NA,31.2655,3,3,4.16126
"224","CAN",12400367,12400309,2,10,-1.307,0.133,-0.4795,0.8943,628.564,NA,NA,NA,NA,1.69261,2,3,1.01499
"225","CAN",12400368,12400365,2,10,-0.0522,-1.5486,2.3948,1.6597,630.561,NA,NA,NA,NA,8.49436,3,3,1.08377
"226","CAN",12400369,12400816,2,10,NA,NA,NA,NA,299.611,NA,NA,NA,NA,3.95662,2,3,2.46497
"227","CAN",12400372,12400443,2,10,-0.6793,0.1931,0.5856,1.1214,560.066,NA,NA,NA,NA,3.17298,1,3,2.46497
"228","CAN",12400373,12400367,1,10,-0.1219,-0.5006,0.0824,-0.7003,572.474,NA,NA,NA,NA,23.98384,1,3,2.16206
"229","CAN",12400374,12400445,2,10,NA,NA,1.4905,0.5864,289.79,NA,NA,NA,NA,43.27227,2,3,4.14591
"230","CAN",12400375,12400403,1,10,NA,NA,2.0225,0.9815,443.169,NA,NA,NA,NA,2.30128,3,3,1.01499
"231","CAN",12400376,12400905,2,10,-0.1126,-0.5191,-0.4979,0.2724,682.242,NA,NA,NA,NA,3.35428,3,3,1.02029
"232","CAN",12400378,12400676,1,10,-0.5233,NA,0.4871,0.589,353.753,NA,NA,NA,NA,25.33285,1,3,3.51402
"233","CAN",12400381,12400047,1,10,0.3552,0.133,1.2482,1.0198,484.642,NA,NA,NA,NA,32.59105,NA,3,3.46669
"234","CAN",12400386,12400292,1,10,NA,NA,0.8117,0.8801,354.541,NA,NA,NA,NA,28.94123,1,3,2.19532
"235","CAN",12400388,12400595,1,10,-0.2863,0.6387,0.6225,0.0742,483.571,NA,NA,NA,NA,27.33291,3,3,19.3403
"236","CAN",12400390,12400553,1,10,1.1687,0.1748,0.0019,-0.7727,556.309,NA,NA,NA,NA,14.89064,3,2,1.8073
"237","CAN",12400392,12400653,2,9,-0.8237,-2.3868,1.7713,0.8977,690.637,NA,NA,NA,NA,17.57936,3,2,5.21
"238","CAN",12400393,12400767,2,10,1.8242,-0.6243,-0.8805,0.3966,349.189,NA,NA,NA,NA,3.70897,1,3,1.09901
"239","CAN",12400394,12400818,2,9,-2.463,-0.2045,1.0023,1.2341,454.082,NA,NA,NA,NA,3.1597,2,3,1.32033
"240","CAN",12400395,12400750,2,10,0.1085,0.4067,-1.0556,-0.8681,453.29,NA,NA,NA,NA,2.92397,3,3,1.95951
"241","CAN",12400396,12400347,1,10,-0.322,2.635,0.5255,0.9876,489.619,NA,NA,NA,NA,31.49177,3,3,3.53817
"242","CAN",12400397,12400158,1,10,-0.8126,1.2918,-1.0061,0.4171,505.28,NA,NA,NA,NA,2.31481,1,3,1.5
"243","CAN",12400399,12400669,2,10,-0.521,-0.3794,0.0019,-1.025,427.539,NA,NA,NA,NA,60.01925,1,3,4.7014
"244","CAN",12400402,12400099,2,10,-0.0504,0.8757,0.4611,-0.5391,564.562,NA,NA,NA,NA,19.66749,1,3,2.55988
"245","CAN",12400403,12400543,2,10,-2.4706,0.2929,1.253,0.706,497.251,NA,NA,NA,NA,33.99787,2,3,3.1704
"246","CAN",12400404,12400173,1,10,-0.4735,-0.9979,-0.3489,0.779,639.279,NA,NA,NA,NA,29.78459,1,3,7.26595
"247","CAN",12400405,12400174,1,9,-0.1499,NA,0.8716,-0.7185,388.441,NA,NA,NA,NA,29.94296,NA,3,3.19197
"248","CAN",12400407,12400909,2,10,0.7793,-0.2885,-0.9537,-0.762,421.521,NA,NA,NA,NA,52.5407,1,3,37.8293
"249","CAN",12400408,12400878,2,10,NA,NA,0.8602,1.0177,559.496,NA,NA,NA,NA,4.80302,2,3,1.26327
"250","CAN",12400409,12400088,1,10,-2.3859,-0.3744,-0.0716,0.2198,612.271,NA,NA,NA,NA,4.45548,1,3,2.66667
"251","CAN",12400410,12400119,1,10,1.0989,0.1748,3.158,0.2667,483.662,NA,NA,NA,NA,28.86683,3,3,3.00177
"252","CAN",12400411,12400559,1,10,0.6387,0.429,0.0772,0.7985,629.121,NA,NA,NA,NA,10.46454,3,3,1.02029
"253","CAN",12400415,12400221,1,9,-0.6963,0.7774,-0.6411,0.5209,513.175,NA,NA,NA,NA,29.24557,1,3,1.48839
"254","CAN",12400416,12400188,1,10,-0.8362,0.3025,1.6998,0.9779,513.178,NA,NA,NA,NA,67.88494,1,3,1.7567
"255","CAN",12400417,12400287,1,10,-0.8126,0.3378,1.3303,1.5209,673.12,NA,NA,NA,NA,37.77937,1,3,6.33635
"256","CAN",12400419,12400711,2,10,0.6764,-0.5191,-0.0597,-0.7501,556.831,NA,NA,NA,NA,9.37957,2,3,1.02029
"257","CAN",12400423,12400719,1,10,1.0855,-0.9979,-0.2035,-0.6887,574.612,NA,NA,NA,NA,26.81072,2,3,9.0245
"258","CAN",12400424,12400663,2,10,-0.673,-0.5191,0.1083,0.6761,595.107,NA,NA,NA,NA,26.27917,1,3,2.97574
"259","CAN",12400425,12400783,2,10,NA,NA,1.4148,1.0642,389.494,NA,NA,NA,NA,3.19213,1,3,2.46497
"260","CAN",12400426,12400814,1,10,-0.8615,2.635,1.0728,1.0566,457.138,NA,NA,NA,NA,20.58332,1,3,2.6777
"261","CAN",12400427,12400840,1,10,-2.4793,1.0508,0.7755,0.7921,469.756,NA,NA,NA,NA,20.56685,1,3,7.40724
"262","CAN",12400430,12400634,1,10,0.4029,1.1287,0.3922,0.4841,550.349,NA,NA,NA,NA,21.72381,3,3,5.63688
"263","CAN",12400431,12400828,2,10,-0.5028,0.905,0.2573,0.9238,420.118,NA,NA,NA,NA,9.08848,1,3,1.02029
"264","CAN",12400432,12400029,1,10,-0.5562,0.5653,0.0019,-0.2766,459.515,NA,NA,NA,NA,1.4145,NA,3,1
"265","CAN",12400434,12400715,1,10,NA,NA,-0.6755,-1.0846,359.152,NA,NA,NA,NA,3.0659,3,3,1.01209
"266","CAN",12400436,12400535,2,10,NA,-0.5006,2.1062,1.199,458.429,NA,NA,NA,NA,1.46877,1,3,1
"267","CAN",12400437,12400879,1,10,-0.673,0.8251,0.3164,0.7614,468.037,NA,NA,NA,NA,27.57293,3,3,6.3166
"268","CAN",12400440,12400602,2,10,-0.526,-0.0575,-1.8236,-1.551,474.495,NA,NA,NA,NA,6.64695,2,3,1.13606
"269","CAN",12400444,12400901,2,10,-1.2101,1.2595,1.1225,0.4588,483.098,NA,NA,NA,NA,25.73663,1,3,6.20245
"270","CAN",12400446,12400885,1,10,-0.0784,0.6566,0.1683,1.1117,423.051,NA,NA,NA,NA,19.04343,NA,3,5.03914
"271","CAN",12400447,12400548,1,10,-0.8883,-2.382,-1.3602,0.069,305.97,NA,NA,NA,NA,6.09967,1,3,1.08377
"272","CAN",12400449,12400487,1,10,-0.3444,0.8251,-0.3459,-0.3719,315.016,NA,NA,NA,NA,8.775,1,3,1
"273","CAN",12400450,12400091,1,10,NA,NA,0.949,0.6303,513.327,NA,NA,NA,NA,6.301,2,3,1.08377
"274","CAN",12400451,12400076,2,10,NA,-0.2339,5.248,0.1984,393.541,NA,NA,NA,NA,40.65536,1,3,3.04617
"275","CAN",12400454,12400458,1,10,-1.3773,0.6647,0.4905,0.426,521.424,NA,NA,NA,NA,29.50662,NA,3,2.6777
"276","CAN",12400456,12400557,1,10,NA,NA,-1.2872,-1.1698,509.94,NA,NA,NA,NA,15.19587,2,3,1.26327
"277","CAN",12400457,12400116,1,10,1.189,1.9397,-0.5923,-0.4263,420.844,NA,NA,NA,NA,6.65845,NA,3,1.01499
"278","CAN",12400459,12400631,2,10,0.1777,-1.2788,1.3647,1.2574,553.454,NA,NA,NA,NA,10.52865,1,3,1.01209
"279","CAN",12400463,12400866,2,10,NA,NA,-0.269,1.3455,533.986,NA,NA,NA,NA,23.90667,2,3,6.12211
"280","CAN",12400464,12400591,2,10,1.8286,1.0112,0.8187,1.4547,523.579,NA,NA,NA,NA,1.96678,1,3,1.5
"281","CAN",12400468,12400349,1,10,-0.8529,0.4067,-0.6393,0.0323,374.41,NA,NA,NA,NA,4.3897,1,3,1.02029
"282","CAN",12400469,12400742,2,10,NA,NA,NA,NA,336.09,NA,NA,NA,NA,4.11523,1,3,2.66667
"283","CAN",12400470,12400924,1,10,-0.1114,-0.5191,0.8641,0.232,496.384,NA,NA,NA,NA,28.20773,NA,3,5.28003
"284","CAN",12400472,12400767,2,10,-0.5562,-2.3755,-0.9168,-0.3828,613.913,NA,NA,NA,NA,3.70897,1,3,1.09901
"285","CAN",12400474,12400844,2,10,NA,NA,0.6832,1.1884,540.477,NA,NA,NA,NA,29.26891,2,3,5.41898
"286","CAN",12400475,12400553,1,10,-0.0504,1.2918,-0.8956,0.7988,450.167,NA,NA,NA,NA,14.89064,3,2,1.8073
"287","CAN",12400476,12400213,1,11,-0.5233,2.6149,1.2717,-0.0978,382.027,NA,NA,NA,NA,30.34449,1,3,22.08423
"288","CAN",12400478,12400042,2,10,0.7793,2.635,2.1946,1.5243,456.162,NA,NA,NA,NA,1.73636,2,3,1.01499
"289","CAN",12400479,12400060,1,10,-0.0902,0.3729,0.7575,0.0797,504.291,NA,NA,NA,NA,17.39443,3,3,2.64451
"290","CAN",12400480,12400809,1,10,-1.1901,-0.2045,0.3729,0.5068,413.628,NA,NA,NA,NA,2.54764,1,3,1.05289
"291","CAN",12400482,12400493,1,9,0.2572,-1.6741,1.1128,0.8015,456.107,NA,NA,NA,NA,27.33119,2,3,5.4068
"292","CAN",12400485,12400741,1,10,NA,NA,NA,NA,553.111,NA,NA,NA,NA,19.14682,2,3,4.02497
"293","CAN",12400487,12400652,2,10,NA,NA,NA,NA,595.905,NA,NA,NA,NA,7.02008,3,3,4.44792
"294","CAN",12400488,12400922,2,10,-0.5288,0.3378,1.4567,1.0274,574.073,NA,NA,NA,NA,21.96321,3,3,3.38213
"295","CAN",12400489,12400748,2,10,-0.4809,-1.6654,-0.4089,1.0369,650.68,NA,NA,NA,NA,5.53552,3,3,1.02029
"296","CAN",12400490,12400300,1,10,NA,NA,NA,NA,365.118,NA,NA,NA,NA,6.05609,3,3,1
"297","CAN",12400491,12400274,2,10,-0.0522,0.7889,0.4156,0.8648,331.309,NA,NA,NA,NA,2.88818,2,3,1.01499
"298","CAN",12400492,12400010,1,10,-0.6761,0.6566,0.8172,-0.8236,539.789,NA,NA,NA,NA,6.50712,1,3,1
"299","CAN",12400493,12400018,1,10,0.6868,-0.4577,0.4746,0.8718,515.272,NA,NA,NA,NA,24.22312,2,3,2.81844
"300","CAN",12400494,12400327,1,9,-1.0078,2.5429,-0.7157,-0.5403,436.651,NA,NA,NA,NA,39.1194,2,3,3.12913
"301","CAN",12400495,12400122,2,10,NA,NA,-0.6495,1.3972,386.983,NA,NA,NA,NA,1.97838,1,3,1.01499
"302","CAN",12400496,12400803,1,10,0.1765,0.7889,0.0772,0.5826,436.284,NA,NA,NA,NA,10.59503,2,3,1
"303","CAN",12400497,12400448,1,10,0.9297,-0.0394,2.0421,1.6534,463.521,NA,NA,NA,NA,34.08434,2,3,6.43504
"304","CAN",12400499,12400588,1,10,-1.0414,-0.5006,-0.5526,0.3351,509.787,NA,NA,NA,NA,3.37452,2,3,1.13606
"305","CAN",12400503,12400177,1,10,0.1751,1.1417,0.575,0.5415,617.307,NA,NA,NA,NA,3.58704,2,3,1.26327
"306","CAN",12400504,12400865,1,10,-0.0902,0.5653,0.6281,-0.4177,587.125,NA,NA,NA,NA,1.82604,3,3,1
"307","CAN",12400507,12400418,1,10,NA,NA,NA,NA,446.075,NA,NA,NA,NA,25.72782,1,3,3.31591
"308","CAN",12400508,12400403,1,10,-2.4663,0.1932,0.4113,-0.0777,430.079,NA,NA,NA,NA,2.30128,3,3,1.01499
"309","CAN",12400509,12400654,2,10,NA,NA,-0.8534,0.2636,321.487,NA,NA,NA,NA,29.79002,1,3,9.38225
"310","CAN",12400510,12400857,1,10,0.8065,2.5078,0.8172,0.8065,407.698,NA,NA,NA,NA,47.76591,1,3,7.98654
"311","CAN",12400512,12400823,2,10,0.1295,-0.3794,0.58,0.2539,468.851,NA,NA,NA,NA,1.36364,1,3,1
"312","CAN",12400513,12400562,2,9,NA,NA,NA,NA,430.277,NA,NA,NA,NA,28.93861,3,3,3.44069
"313","CAN",12400516,12400892,2,10,NA,NA,-0.6495,0.7087,370.53,NA,NA,NA,NA,3.32477,2,3,1.01499
"314","CAN",12400517,12400525,2,10,-0.8709,-0.2758,0.7195,0.5479,447.737,NA,NA,NA,NA,23.28364,2,3,2.36691
"315","CAN",12400519,12400876,1,10,-1.1829,-0.1172,0.5462,0.6723,608.118,NA,NA,NA,NA,42.91392,3,3,1.99664
"316","CAN",12400520,12400634,2,10,-0.1219,0.4252,-1.2379,-0.0978,354.473,NA,NA,NA,NA,19.23516,3,3,5.63688
"317","CAN",12400521,12400906,2,10,-0.1273,-0.1371,-0.588,0.4238,440.074,NA,NA,NA,NA,2.57582,1,3,1.01499
"318","CAN",12400522,12400613,1,10,1.0086,-1.2788,0.0019,0.6238,672.854,NA,NA,NA,NA,3.02748,3,3,1.38127
"319","CAN",12400523,12400389,2,10,NA,NA,-1.1823,-0.2464,456.735,NA,NA,NA,NA,21.39806,2,3,4.21034
"320","CAN",12400524,12400389,1,10,0.3926,0.4252,-0.1377,0.6622,503.221,NA,NA,NA,NA,20.50647,2,3,4.21034
"321","CAN",12400525,12400674,1,10,-0.1354,NA,NA,NA,355.656,NA,NA,NA,NA,2.3511,1,3,1.5
"322","CAN",12400526,12400395,1,10,0.6868,1.8354,-0.2479,-0.0167,459.79,NA,NA,NA,NA,31.27485,2,3,15.29892
"323","CAN",12400527,12400187,2,10,1.1182,1.0112,0.9428,1.157,647.964,NA,NA,NA,NA,21.38575,2,3,2.68127
"324","CAN",12400528,12400924,1,10,-0.8539,0.905,0.5031,1.1436,512.967,NA,NA,NA,NA,28.20773,NA,3,5.28003
"325","CAN",12400529,12400276,2,9,-0.2865,-2.3945,-0.5542,-0.5587,458.912,NA,NA,NA,NA,9.78084,1,3,1.08377
"326","CAN",12400530,12400926,1,10,NA,NA,NA,NA,634.077,NA,NA,NA,NA,1.33921,1,3,1.02946
"327","CAN",12400531,12400620,1,10,0.9899,-0.1371,1.2418,1.581,522.937,NA,NA,NA,NA,8.48605,1,3,1
"328","CAN",12400540,12400099,2,10,-0.0902,2.5026,-0.2543,0.8981,492.171,NA,NA,NA,NA,19.66749,1,3,2.55988
"329","CAN",12400541,12400091,2,10,NA,NA,NA,NA,506.227,NA,NA,NA,NA,7.14533,2,3,1.08377
"330","CAN",12400545,12400564,2,10,NA,NA,0.3027,0.5706,615.23,NA,NA,NA,NA,36.29229,1,3,28.19405
"331","CAN",12400546,12400413,1,10,-1.8883,-0.9755,0.0325,-0.4645,637.811,NA,NA,NA,NA,23.29397,1,3,4.5388
"332","CAN",12400550,12400583,2,9,1.189,-0.8811,0.3599,1.0841,609.358,NA,NA,NA,NA,21.72667,3,1,1.60053
"333","CAN",12400551,12400648,2,10,0.4821,-2.3755,-0.4545,0.7192,414.305,NA,NA,NA,NA,7.65634,3,3,1.26327
"334","CAN",12400556,12400061,2,10,-0.1114,-0.3744,0.306,-1.1521,455.852,NA,NA,NA,NA,26.74406,1,3,3.70362
"335","CAN",12400557,12400394,1,10,1.6289,-2.249,0.4449,0.4143,615.393,NA,NA,NA,NA,24.31881,1,3,4.40003
"336","CAN",12400558,12400683,1,9,NA,NA,NA,NA,390.417,NA,NA,NA,NA,4.29691,1,3,3.74247
"337","CAN",12400560,12400674,1,10,0.6764,0.6566,0.3027,-0.2471,493.563,NA,NA,NA,NA,2.3511,1,3,1.5
"338","CAN",12400562,12400434,2,10,-2.4706,0.6566,-1.2565,-1.5938,461.678,NA,NA,NA,NA,22.06808,3,3,2.86983
"339","CAN",12400563,12400713,1,10,0.1201,2.5026,0.5045,0.6383,490.118,NA,NA,NA,NA,4.51615,2,3,1.01209
"340","CAN",12400564,12400449,1,10,NA,1.1836,0.6832,0.5311,582.688,NA,NA,NA,NA,3.16849,3,3,1.01499
"341","CAN",12400566,12400144,1,10,-1.0127,-0.9755,1.1171,0.4539,584.743,NA,NA,NA,NA,6.30323,3,3,1.01209
"342","CAN",12400567,12400084,2,10,1.7598,-0.0575,0.6832,1.304,787.406,NA,NA,NA,NA,5.61218,3,3,1.01209
"343","CAN",12400570,12400756,2,10,0.7487,-0.2885,1.9302,0.9423,438.727,NA,NA,NA,NA,2.58481,1,3,1
"344","CAN",12400571,12400450,2,10,-1.0235,0.5653,-0.2543,-0.5442,612.261,NA,NA,NA,NA,45.46077,NA,3,1.7567
"345","CAN",12400573,12400888,1,10,-0.1124,0.602,0.3628,0.238,530.361,NA,NA,NA,NA,34.70131,3,3,4.57603
"346","CAN",12400574,12400173,2,9,-0.7266,0.602,0.7631,0.8836,493.267,NA,NA,NA,NA,28.48895,1,3,7.26595
"347","CAN",12400575,12400812,2,10,-0.8883,-2.3868,-0.6223,-0.4293,335.59,NA,NA,NA,NA,29.25802,1,3,10.95326
"348","CAN",12400576,12400076,2,10,NA,0.3797,1.1171,0.8229,447.106,NA,NA,NA,NA,40.65536,1,3,3.04617
"349","CAN",12400577,12400074,1,10,-0.3155,NA,-2.0063,NA,386.957,NA,NA,NA,NA,24.71809,2,3,12.27924
"350","CAN",12400581,12400725,2,10,NA,NA,NA,NA,527.048,NA,NA,NA,NA,22.35828,3,3,11.19702
"351","CAN",12400583,12400572,2,10,1.0136,-0.3744,-1.326,0.6254,360.255,NA,NA,NA,NA,4.05434,NA,3,3.74247
"352","CAN",12400584,12400498,2,10,-0.1006,0.1931,1.3699,0.3758,517.534,NA,NA,NA,NA,1.74142,3,3,1.20888
"353","CAN",12400587,12400514,2,10,-1.856,-1.6741,2.0129,1.495,598.524,NA,NA,NA,NA,39.56534,2,3,2.60002
"354","CAN",12400588,12400339,NA,10,-0.0504,2.5078,-0.41,0.6717,468.695,NA,NA,NA,NA,1.33727,1,3,1.01499
"355","CAN",12400589,12400529,1,10,-1.0233,-2.3558,-0.0468,1.0732,529.843,NA,NA,NA,NA,5.58353,1,3,1.02029
"356","CAN",12400590,12400105,1,10,-0.9796,1.0112,1.7343,0.9861,415.985,NA,NA,NA,NA,42.81467,3,3,7.15005
"357","CAN",12400592,12400211,2,9,-0.6497,0.3729,1.0155,-0.9551,425.874,NA,NA,NA,NA,19.27999,2,3,2.66711
"358","CAN",12400593,12400553,1,10,-0.3155,2.5429,1.4148,1.0076,563.22,NA,NA,NA,NA,14.89064,3,2,1.8073
"359","CAN",12400594,12400273,1,10,0.1201,0.6566,2.6384,1.4919,522.539,NA,NA,NA,NA,1.54351,1,3,1.00673
"360","CAN",12400595,12400501,2,10,-0.5502,-0.9979,-0.2855,-0.1434,418.961,NA,NA,NA,NA,2.08099,1,3,1.02946
"361","CAN",12400597,12400646,1,10,0.9297,0.5653,0.9842,1.6894,587.705,NA,NA,NA,NA,26.5665,2,1,2.97421
"362","CAN",12400598,12400206,2,10,1.0136,0.6647,0.3628,0.7895,394.512,NA,NA,NA,NA,50.30764,2,3,2.7376
"363","CAN",12400600,12400799,2,10,0.2139,0.7774,1.0712,1.1174,428.869,NA,NA,NA,NA,22.50247,3,3,1.92183
"364","CAN",12400601,12400153,1,10,0.4375,0.429,0.0824,0.3568,547.773,NA,NA,NA,NA,3.52584,2,3,1.01209
"365","CAN",12400602,12400190,1,10,1.0136,1.9397,0.0128,0.5498,566.695,NA,NA,NA,NA,24.40812,2,3,4.0759
"366","CAN",12400604,12400182,2,10,NA,NA,1.0805,-0.7275,465.932,NA,NA,NA,NA,3.37855,3,3,1
"367","CAN",12400605,12400491,1,10,-0.963,2.6149,-0.5373,-1.3269,371.331,NA,NA,NA,NA,10.50634,1,3,1.13606
"368","CAN",12400606,12400890,1,10,-0.322,-2.249,-0.197,0.8239,504.244,NA,NA,NA,NA,6.24166,3,3,1
"369","CAN",12400607,12400668,1,10,-1.1829,0.6647,3.8155,0.9749,380.918,NA,NA,NA,NA,35.18006,2,3,15.75446
"370","CAN",12400608,12400527,2,10,NA,NA,-0.1923,-1.1415,364.24,NA,NA,NA,NA,11.94396,1,3,1.08377
"371","CAN",12400609,12400498,1,9,-1.0127,0.3378,0.8132,-0.4721,446.614,NA,NA,NA,NA,1.4579,3,3,1.20888
"372","CAN",12400610,12400802,2,10,0.1325,-0.2045,1.1436,0.7247,516.262,NA,NA,NA,NA,7.5411,2,3,1.01209
"373","CAN",12400612,12400224,2,10,1.0945,0.1748,-1.0055,0.2097,577.022,NA,NA,NA,NA,47.89873,1,3,1.7567
"374","CAN",12400613,12400276,2,10,-0.8126,0.6647,0.7645,0.9573,558.362,NA,NA,NA,NA,8.41707,1,3,1.08377
"375","CAN",12400616,12400714,2,10,NA,NA,NA,NA,614.1,NA,NA,NA,NA,5.63274,1,3,1.02946
"376","CAN",12400617,12400059,2,10,-0.0784,-2.382,-1.0858,0.0051,422.818,NA,NA,NA,NA,2.73571,3,3,1.3351
"377","CAN",12400618,12400686,1,10,-0.5562,1.1417,-0.1437,-0.0022,417.956,NA,NA,NA,NA,4.47494,1,3,1.02029
"378","CAN",12400619,12400210,1,10,-0.2863,2.6149,0.3172,0.754,436.042,NA,NA,NA,NA,1.52386,3,3,1
"379","CAN",12400620,12400746,2,10,-0.1219,-0.5191,-0.4089,1.1973,560.258,NA,NA,NA,NA,5.03638,3,3,1.01209
"380","CAN",12400624,12400532,1,9,-0.2865,1.2595,-0.0651,0.7666,553.938,NA,NA,NA,NA,31.42576,2,3,2.97678
"381","CAN",12400626,12400390,2,10,-1.1331,-2.3868,1.1225,1.2,605.673,NA,NA,NA,NA,47.51812,1,3,2.47154
"382","CAN",12400629,12400520,1,9,-0.1273,2.6149,1.7457,1.6072,302.418,NA,NA,NA,NA,30.71889,3,1,5.03914
"383","CAN",12400632,12400596,1,10,-0.2771,NA,0.5462,1.0901,573.752,NA,NA,NA,NA,4.06351,3,3,1.02029
"384","CAN",12400634,12400747,2,10,-0.2931,NA,-1.0971,-0.15,300.132,NA,NA,NA,NA,1.79417,1,3,1.01499
"385","CAN",12400635,12400368,2,8,NA,NA,-0.8648,-0.7341,405.274,NA,NA,NA,NA,20.27664,NA,3,2.03274
"386","CAN",12400638,12400483,2,10,NA,NA,NA,NA,498.52,NA,NA,NA,NA,2.03912,2,3,1.37669
"387","CAN",12400640,12400740,1,10,NA,NA,-1.7392,-0.4003,462.736,NA,NA,NA,NA,7.87064,1,3,1.01499
"388","CAN",12400642,12400520,2,10,0.4477,-2.3755,0.5462,0.7878,600.012,NA,NA,NA,NA,20.40131,3,1,5.03914
"389","CAN",12400643,12400306,2,10,NA,NA,NA,NA,538.986,NA,NA,NA,NA,1.52168,1,3,1.05909
"390","CAN",12400645,12400246,1,10,NA,NA,1.5918,0.9935,385.855,NA,NA,NA,NA,1.79417,2,3,1.11972
"391","CAN",12400647,12400119,1,10,-2.4517,0.6387,-0.9537,-0.8678,389.281,NA,NA,NA,NA,28.86683,3,3,3.00177
"392","CAN",12400651,12400901,1,10,-0.521,-0.0423,0.2271,1.1876,681.372,NA,NA,NA,NA,21.66779,1,3,6.20245
"393","CAN",12400652,12400127,1,10,0.4967,-0.2045,0.8172,1.0413,576.339,NA,NA,NA,NA,36.65294,1,3,4.83383
"394","CAN",12400653,12400096,2,10,0.1548,-0.508,-0.654,0.0664,459.286,NA,NA,NA,NA,2.2757,3,3,1.05289
"395","CAN",12400657,12400428,1,10,0.6461,0.1931,-0.6126,-1.6203,308.588,NA,NA,NA,NA,4.39417,1,3,3.86155
"396","CAN",12400658,12400009,2,10,0.7652,0.1931,-0.4447,1.1583,566.644,NA,NA,NA,NA,27.43543,3,2,4.3417
"397","CAN",12400659,12400655,1,10,NA,NA,-0.7962,-0.7479,306.837,NA,NA,NA,NA,4.22362,1,3,1.08377
"398","CAN",12400661,12400111,2,10,NA,NA,NA,NA,671.088,NA,NA,NA,NA,23.19786,3,3,4.16126
"399","CAN",12400663,12400574,2,10,-0.0724,1.4533,0.1573,1.1337,561.861,NA,NA,NA,NA,2.02292,3,3,1.02029
"400","CAN",12400664,12400440,2,10,-0.6497,-2.3945,-1.9677,-0.4027,447.29,NA,NA,NA,NA,25.67404,1,3,2.31036
"401","CAN",12400667,12400231,1,10,0.3552,0.6387,1.2028,0.8059,574.065,NA,NA,NA,NA,4.82834,NA,3,1.01499
"402","CAN",12400668,12400419,1,9,NA,NA,NA,NA,400.232,NA,NA,NA,NA,1.47096,1,3,1.05909
